%
%
% Run:EXP   Table:LINE1             SWAN version:41.20AB
%
%       Dist          Depth         Hsig          Dir           Dspr          Tm01          Tm02          RTpeak      X-Vel         Y-Vel           Ssurf         Qb       
%       [m]           [m]           [m]           [degr]        [degr]        [sec]         [sec]         [sec]         [m/s]         [m/s]         [m2/s]        [ ]      
%
        1500.      119.2853       4.98376       199.582       31.1014        7.7214        7.1025        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1503.      119.3619       4.98381       199.582       31.1021        7.7215        7.1026        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1507.      119.4323       4.98386       199.583       31.1027        7.7215        7.1026        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1510.      119.4970       4.98391       199.584       31.1033        7.7216        7.1027        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1513.      119.5553       4.98396       199.584       31.1038        7.7216        7.1027        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1517.      119.6087       4.98400       199.585       31.1043        7.7217        7.1027        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1520.      119.6576       4.98403       199.585       31.1048        7.7217        7.1028        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1523.      119.7015       4.98407       199.586       31.1052        7.7218        7.1028        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1527.      119.7416       4.98410       199.586       31.1056        7.7218        7.1028        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1530.      119.7781       4.98413       199.587       31.1060        7.7218        7.1029        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1533.      119.8108       4.98415       199.587       31.1063        7.7219        7.1029        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1537.      119.8406       4.98418       199.588       31.1066        7.7219        7.1029        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1540.      119.8677       4.98420       199.588       31.1069        7.7219        7.1029        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1543.      119.8918       4.98422       199.588       31.1072        7.7219        7.1029        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1547.      119.9137       4.98423       199.588       31.1074        7.7220        7.1030        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1550.      119.9335       4.98425       199.589       31.1076        7.7220        7.1030        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1553.      119.9511       4.98426       199.589       31.1077        7.7220        7.1030        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1557.      119.9670       4.98428       199.589       31.1079        7.7220        7.1030        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1560.      119.9814       4.98429       199.589       31.1080        7.7220        7.1030        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1563.      119.9942       4.98430       199.589       31.1082        7.7220        7.1030        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1567.      120.0056       4.98431       199.590       31.1083        7.7220        7.1030        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1570.      120.0160       4.98432       199.590       31.1084        7.7220        7.1030        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1573.      120.0251       4.98433       199.590       31.1085        7.7221        7.1030        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1577.      120.0333       4.98433       199.590       31.1087        7.7221        7.1030        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1580.      120.0407       4.98434       199.590       31.1087        7.7221        7.1030        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1583.      120.0471       4.98434       199.590       31.1088        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1587.      120.0529       4.98435       199.590       31.1088        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1590.      120.0581       4.98435       199.590       31.1089        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1593.      120.0627       4.98436       199.590       31.1090        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1597.      120.0668       4.98436       199.590       31.1090        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1600.      120.0704       4.98436       199.590       31.1090        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1603.      120.0736       4.98436       199.590       31.1091        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1607.      120.0764       4.98437       199.591       31.1091        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1610.      120.0790       4.98437       199.591       31.1091        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1613.      120.0812       4.98437       199.591       31.1092        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1617.      120.0831       4.98437       199.591       31.1092        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1620.      120.0849       4.98438       199.591       31.1092        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1623.      120.0864       4.98438       199.591       31.1092        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1627.      120.0878       4.98438       199.591       31.1092        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1630.      120.0890       4.98438       199.591       31.1093        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1633.      120.0901       4.98438       199.591       31.1093        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1637.      120.0910       4.98438       199.591       31.1093        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1640.      120.0919       4.98438       199.591       31.1093        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1643.      120.0926       4.98438       199.591       31.1093        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1647.      120.0932       4.98438       199.591       31.1093        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1650.      120.0938       4.98438       199.591       31.1093        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1653.      120.0943       4.98438       199.591       31.1093        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1657.      120.0948       4.98438       199.591       31.1094        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1660.      120.0952       4.98439       199.591       31.1094        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1663.      120.0955       4.98439       199.591       31.1094        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1667.      120.0959       4.98439       199.591       31.1094        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1670.      120.0961       4.98439       199.591       31.1094        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1673.      120.0964       4.98439       199.591       31.1094        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1677.      120.0966       4.98439       199.591       31.1094        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1680.      120.0968       4.98439       199.591       31.1094        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1683.      120.0970       4.98439       199.591       31.1094        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1687.      120.0972       4.98439       199.591       31.1094        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1690.      120.0973       4.98439       199.591       31.1094        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1693.      120.0975       4.98439       199.591       31.1094        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1697.      120.0976       4.98439       199.591       31.1094        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1700.      120.0977       4.98439       199.591       31.1094        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1703.      120.0978       4.98439       199.591       31.1094        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1707.      120.0979       4.98439       199.591       31.1094        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1710.      120.0980       4.98439       199.591       31.1094        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1713.      120.0981       4.98439       199.591       31.1094        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1717.      120.0982       4.98439       199.591       31.1094        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1720.      120.0983       4.98439       199.591       31.1094        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1723.      120.0983       4.98439       199.591       31.1094        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1727.      120.0984       4.98439       199.591       31.1094        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1730.      120.0985       4.98439       199.591       31.1094        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1733.      120.0985       4.98439       199.591       31.1094        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1737.      120.0986       4.98439       199.591       31.1094        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1740.      120.0986       4.98439       199.591       31.1094        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1743.      120.0987       4.98439       199.591       31.1094        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1747.      120.0987       4.98439       199.591       31.1094        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1750.      120.0988       4.98439       199.591       31.1094        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1753.      120.0988       4.98439       199.591       31.1095        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1757.      120.0989       4.98439       199.591       31.1095        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1760.      120.0989       4.98439       199.591       31.1095        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1763.      120.0989       4.98439       199.591       31.1095        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1767.      120.0990       4.98439       199.591       31.1095        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1770.      120.0990       4.98439       199.591       31.1095        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1773.      120.0990       4.98439       199.591       31.1095        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1777.      120.0991       4.98439       199.591       31.1095        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1780.      120.0991       4.98439       199.591       31.1095        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1783.      120.0991       4.98439       199.591       31.1095        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1787.      120.0992       4.98439       199.591       31.1095        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1790.      120.0992       4.98439       199.591       31.1095        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1793.      120.0992       4.98439       199.591       31.1095        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1797.      120.0992       4.98439       199.591       31.1095        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1800.      120.0993       4.98439       199.591       31.1095        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1803.      120.0993       4.98439       199.591       31.1095        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1807.      120.0993       4.98439       199.591       31.1095        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1810.      120.0993       4.98439       199.591       31.1095        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1813.      120.0994       4.98439       199.591       31.1095        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1817.      120.0994       4.98439       199.591       31.1095        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1820.      120.0994       4.98439       199.591       31.1095        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1823.      120.0994       4.98439       199.591       31.1095        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1827.      120.0994       4.98439       199.591       31.1095        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1830.      120.0995       4.98439       199.591       31.1095        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1833.      120.0995       4.98439       199.591       31.1095        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1837.      120.0995       4.98439       199.591       31.1095        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1840.      120.0995       4.98439       199.591       31.1095        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1843.      120.0995       4.98439       199.591       31.1095        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1847.      120.0995       4.98439       199.591       31.1095        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1850.      120.0996       4.98439       199.591       31.1095        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1853.      120.0996       4.98439       199.591       31.1095        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1857.      120.0996       4.98439       199.591       31.1096        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1860.      120.0996       4.98439       199.591       31.1096        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1863.      120.0996       4.98439       199.591       31.1096        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1867.      120.0996       4.98439       199.591       31.1096        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1870.      120.0996       4.98439       199.591       31.1096        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1873.      120.0996       4.98439       199.591       31.1096        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1877.      120.0997       4.98439       199.591       31.1096        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1880.      120.0997       4.98439       199.591       31.1096        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1883.      120.0997       4.98440       199.591       31.1096        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1887.      120.0997       4.98440       199.591       31.1096        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1890.      120.0997       4.98440       199.591       31.1096        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1893.      120.0997       4.98440       199.591       31.1096        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1897.      120.0997       4.98440       199.591       31.1096        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1900.      120.0997       4.98440       199.591       31.1096        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1903.      120.0997       4.98440       199.591       31.1096        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1907.      120.0997       4.98440       199.591       31.1096        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1910.      120.0998       4.98440       199.591       31.1096        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1913.      120.0998       4.98440       199.591       31.1096        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1917.      120.0998       4.98440       199.591       31.1096        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1920.      120.0998       4.98440       199.591       31.1096        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1923.      120.0998       4.98440       199.591       31.1096        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1927.      120.0998       4.98440       199.591       31.1096        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1930.      120.0998       4.98440       199.591       31.1096        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1933.      120.0998       4.98440       199.591       31.1096        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1937.      120.0998       4.98440       199.591       31.1096        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1940.      120.0998       4.98440       199.591       31.1096        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1943.      120.0998       4.98440       199.591       31.1096        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1947.      120.0998       4.98440       199.591       31.1096        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1950.      120.0998       4.98440       199.591       31.1096        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1953.      120.0998       4.98440       199.591       31.1096        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1957.      120.0998       4.98440       199.591       31.1096        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1960.      120.0999       4.98440       199.591       31.1096        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1963.      120.0999       4.98440       199.591       31.1096        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1967.      120.0999       4.98440       199.591       31.1096        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1970.      120.0999       4.98440       199.591       31.1096        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1973.      120.0999       4.98440       199.591       31.1096        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1977.      120.0999       4.98440       199.591       31.1096        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1980.      120.0999       4.98440       199.591       31.1096        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1983.      120.0999       4.98440       199.591       31.1096        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1987.      120.0999       4.98440       199.591       31.1096        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1990.      120.0999       4.98440       199.591       31.1096        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1993.      120.0999       4.98440       199.591       31.1096        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        1997.      120.0999       4.98440       199.591       31.1096        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
        2000.      120.0999       4.98440       199.591       31.1096        7.7221        7.1031        9.9352      0.000000      0.000000     0.0000000      0.000000 
